date,Ibex 35,ibex 35 down,credito,recesión,Ibex 35%,ibex 35 down%,credito%,recesión%
2016-08-13,8,0,56,31,-86.21,0.0,-31.71,72.22
2016-08-14,5,0,48,10,-37.5,0.0,-14.29,-67.74
2016-08-15,27,0,77,9,439.91,0.0,60.42,-10.0
2016-08-16,47,0,93,0,74.07,0.0,20.78,-99.99
2016-08-17,43,0,88,27,-8.51,0.0,-5.38,2700000.0
2016-08-18,43,0,88,27,0.0,0.0,0.0,0.0
2016-08-19,43,0,83,0,0.0,0.0,-5.68,-100.0
2016-08-20,6,0,57,10,-86.04,0.0,-31.32,1000000.0
2016-08-21,3,0,47,10,-49.99,0.0,-17.54,0.0
2016-08-22,40,0,90,18,1232.92,0.0,91.49,79.99
2016-08-23,47,0,89,9,17.5,0.0,-1.11,-50.0
2016-08-24,51,0,91,53,8.51,0.0,2.25,488.83
2016-08-25,48,0,88,59,-5.88,0.0,-3.3,11.32
2016-08-26,52,0,85,44,8.33,0.0,-3.41,-25.42
2016-08-27,6,0,64,39,-88.46,0.0,-24.71,-11.36
2016-08-28,3,0,55,20,-49.99,0.0,-14.06,-48.72
2016-08-29,46,100,89,25,1432.86,10000000.0,61.82,25.0
2016-08-30,53,0,92,25,15.22,-100.0,3.37,0.0
2016-08-31,58,0,90,67,9.43,0.0,-2.17,167.99
2016-09-01,68,0,89,42,17.24,0.0,-1.11,-37.31
2016-09-02,57,0,87,17,-16.18,0.0,-2.25,-59.52
2016-09-03,9,0,62,10,-84.21,0.0,-28.74,-41.17
2016-09-04,4,0,56,10,-55.55,0.0,-9.68,0.0
2016-09-05,56,0,96,34,1299.68,0.0,71.43,239.98
2016-09-06,58,0,95,25,3.57,0.0,-1.04,-26.47
2016-09-07,60,0,81,17,3.45,0.0,-14.74,-32.0
2016-09-08,72,0,92,8,20.0,0.0,13.58,-52.94
2016-09-09,60,0,86,52,-16.67,0.0,-6.52,549.93
2016-09-10,7,0,64,20,-88.33,0.0,-25.58,-61.54
2016-09-11,4,0,52,10,-42.85,0.0,-18.75,-50.0
2016-09-12,50,0,95,9,1149.71,0.0,82.69,-10.0
2016-09-13,52,0,95,17,4.0,0.0,0.0,88.88
2016-09-14,53,0,90,41,1.92,0.0,-5.26,141.17
2016-09-15,55,0,84,25,3.77,0.0,-6.67,-39.02
2016-09-16,53,0,80,9,-3.64,0.0,-4.76,-64.0
2016-09-17,8,0,58,0,-84.9,0.0,-27.5,-99.99
2016-09-18,5,0,51,9,-37.5,0.0,-12.07,900000.0
2016-09-19,53,0,89,8,959.81,0.0,74.51,-11.11
2016-09-20,45,0,92,24,-15.09,0.0,3.37,199.98
2016-09-21,56,0,88,16,24.44,0.0,-4.35,-33.33
2016-09-22,60,0,92,8,7.14,0.0,4.55,-50.0
2016-09-23,58,0,87,9,-3.33,0.0,-5.43,12.5
2016-09-24,6,0,59,29,-89.65,0.0,-32.18,222.2
2016-09-25,6,0,52,19,0.0,0.0,-11.86,-34.48
2016-09-26,47,0,86,8,683.22,0.0,65.38,-57.89
2016-09-27,55,0,90,33,17.02,0.0,4.65,312.46
2016-09-28,51,0,87,41,-7.27,0.0,-3.33,24.24
2016-09-29,54,0,87,16,5.88,0.0,0.0,-60.97
2016-09-30,65,0,91,26,20.37,0.0,4.6,62.5
2016-10-01,5,0,62,19,-92.31,0.0,-31.87,-26.92
2016-10-02,5,0,49,27,0.0,0.0,-20.97,42.1
2016-10-03,52,0,88,32,939.81,0.0,79.59,18.52
2016-10-04,52,0,95,48,0.0,0.0,7.95,50.0
2016-10-05,49,0,92,16,-5.77,0.0,-3.16,-66.67
2016-10-06,53,0,88,24,8.16,0.0,-4.35,50.0
2016-10-07,51,0,88,0,-3.77,0.0,0.0,-100.0
2016-10-08,6,0,63,28,-88.23,0.0,-28.41,2800000.0
2016-10-09,6,0,52,0,0.0,0.0,-17.46,-100.0
2016-10-10,51,0,100,25,749.88,0.0,92.31,2500000.0
2016-10-11,54,0,100,8,5.88,0.0,0.0,-68.0
2016-10-12,32,0,85,42,-40.74,0.0,-15.0,424.95
2016-10-13,52,0,93,73,62.5,0.0,9.41,73.81
2016-10-14,57,0,89,51,9.62,0.0,-4.3,-30.14
2016-10-15,6,0,64,47,-89.47,0.0,-28.09,-7.84
2016-10-16,5,0,53,0,-16.66,0.0,-17.19,-100.0
2016-10-17,50,0,89,56,899.82,0.0,67.92,5600000.0
2016-10-18,51,0,97,48,2.0,0.0,8.99,-14.29
2016-10-19,56,0,92,24,9.8,0.0,-5.15,-50.0
2016-10-20,60,0,88,16,7.14,0.0,-4.35,-33.33
2016-10-21,63,0,84,25,5.0,0.0,-4.55,56.25
2016-10-22,8,0,66,19,-87.3,0.0,-21.43,-24.0
2016-10-23,7,0,52,19,-12.5,0.0,-21.21,0.0
2016-10-24,66,0,91,32,842.74,0.0,75.0,68.42
2016-10-25,63,0,92,40,-4.55,0.0,1.1,25.0
2016-10-26,62,0,94,16,-1.59,0.0,2.17,-60.0
2016-10-27,64,0,87,65,3.23,0.0,-7.45,306.23
2016-10-28,60,0,86,25,-6.25,0.0,-1.15,-61.54
2016-10-29,9,0,65,19,-85.0,0.0,-24.42,-24.0
2016-10-30,6,0,51,19,-33.33,0.0,-21.54,0.0
2016-10-31,52,0,90,0,766.54,0.0,76.47,-99.99
2016-11-01,35,0,81,8,-32.69,0.0,-10.0,800000.0
2016-11-02,58,0,84,25,65.71,0.0,3.7,212.47
2016-11-03,55,0,92,40,-5.17,0.0,9.52,60.0
2016-11-04,52,0,91,16,-5.45,0.0,-1.09,-60.0
2016-11-05,5,0,64,18,-90.38,0.0,-29.67,12.5
2016-11-06,5,0,55,9,0.0,0.0,-14.06,-50.0
2016-11-07,54,0,91,31,979.8,0.0,65.45,244.42
2016-11-08,59,0,91,23,9.26,0.0,0.0,-25.81
2016-11-09,100,0,81,100,69.49,0.0,-10.99,334.77
2016-11-10,76,0,95,40,-24.0,0.0,17.28,-60.0
2016-11-11,64,0,89,33,-15.79,0.0,-6.32,-17.5
2016-11-12,8,0,64,36,-87.5,0.0,-28.09,9.09
2016-11-13,4,0,55,27,-49.99,0.0,-14.06,-25.0
2016-11-14,56,0,89,16,1299.68,0.0,61.82,-40.74
2016-11-15,64,0,89,63,14.29,0.0,0.0,293.73
2016-11-16,56,0,97,31,-12.5,0.0,8.99,-50.79
2016-11-17,56,0,93,32,0.0,0.0,-4.12,3.23
2016-11-18,61,0,90,25,8.93,0.0,-3.23,-21.87
2016-11-19,6,0,66,18,-90.16,0.0,-26.67,-28.0
2016-11-20,5,0,55,0,-16.66,0.0,-16.67,-99.99
2016-11-21,56,0,86,39,1019.8,0.0,56.36,3900000.0
2016-11-22,54,0,93,31,-3.57,0.0,8.14,-20.51
2016-11-23,50,0,94,24,-7.41,0.0,1.08,-22.58
2016-11-24,48,0,96,49,-4.0,0.0,2.13,104.16
2016-11-25,42,0,91,24,-12.5,0.0,-5.21,-51.02
2016-11-26,5,0,63,9,-88.09,0.0,-30.77,-62.5
2016-11-27,5,0,52,18,0.0,0.0,-17.46,99.99
2016-11-28,49,0,87,44,879.82,0.0,67.31,144.44
2016-11-29,47,0,89,52,-4.08,0.0,2.3,18.18
2016-11-30,50,0,92,23,6.38,0.0,3.37,-55.77
2016-12-01,52,87,91,39,4.0,8700000.0,-1.09,69.56
2016-12-02,53,0,82,71,1.92,-100.0,-9.89,82.05
2016-12-03,6,0,58,9,-88.68,0.0,-29.27,-87.32
2016-12-04,5,0,51,17,-16.66,0.0,-12.07,88.88
2016-12-05,59,0,87,35,1079.78,0.0,70.59,105.88
2016-12-06,50,0,88,22,-15.25,0.0,1.15,-37.14
2016-12-07,65,0,87,38,30.0,0.0,-1.14,72.72
2016-12-08,66,88,74,0,1.54,8800000.0,-14.94,-100.0
2016-12-09,78,0,79,16,18.18,-100.0,6.76,1600000.0
2016-12-10,11,0,57,35,-85.9,0.0,-27.85,118.74
2016-12-11,5,0,49,17,-54.54,0.0,-14.03,-51.43
2016-12-12,70,0,86,15,1299.74,0.0,75.51,-11.76
2016-12-13,77,0,89,15,10.0,0.0,3.49,0.0
2016-12-14,75,0,87,0,-2.6,0.0,-2.25,-99.99
2016-12-15,77,0,90,0,2.67,0.0,3.45,0.0
2016-12-16,84,0,86,41,9.09,0.0,-4.44,4100000.0
2016-12-17,7,0,55,0,-91.67,0.0,-36.05,-100.0
2016-12-18,4,0,47,0,-42.85,0.0,-14.55,0.0
2016-12-19,65,0,84,31,1524.62,0.0,78.72,3100000.0
2016-12-20,68,0,88,16,4.62,0.0,4.76,-48.39
2016-12-21,79,0,84,0,16.18,0.0,-4.55,-99.99
2016-12-22,63,0,82,33,-20.25,0.0,-2.38,3300000.0
2016-12-23,66,0,75,26,4.76,0.0,-8.54,-21.21
2016-12-24,8,0,45,0,-87.88,0.0,-40.0,-100.0
2016-12-25,5,0,35,10,-37.5,0.0,-22.22,1000000.0
2016-12-26,27,0,78,17,439.91,0.0,122.85,69.99
2016-12-27,57,0,81,24,111.11,0.0,3.85,41.17
2016-12-28,56,0,86,33,-1.75,0.0,6.17,37.5
2016-12-29,59,0,81,25,5.36,0.0,-5.81,-24.24
2016-12-30,55,0,73,0,-6.78,0.0,-9.88,-100.0
2016-12-31,10,0,44,9,-81.82,0.0,-39.73,900000.0
2017-01-01,5,0,34,0,-50.0,0.0,-22.73,-99.99
2017-01-02,58,0,79,16,1059.79,0.0,132.35,1600000.0
2017-01-03,70,0,86,15,20.69,0.0,8.86,-6.25
2017-01-04,68,0,83,31,-2.86,0.0,-3.49,106.66
2017-01-05,59,0,78,31,-13.24,0.0,-6.02,0.0
2017-01-06,39,0,69,0,-33.9,0.0,-11.54,-100.0
2017-01-07,10,0,58,9,-74.36,0.0,-15.94,900000.0
2017-01-08,5,0,48,9,-50.0,0.0,-17.24,0.0
2017-01-09,56,0,85,37,1019.8,0.0,77.08,311.08
2017-01-10,64,0,91,8,14.29,0.0,7.06,-78.38
2017-01-11,60,0,91,15,-6.25,0.0,0.0,87.49
2017-01-12,63,0,87,15,5.0,0.0,-4.4,0.0
2017-01-13,68,86,87,8,7.94,8600000.0,0.0,-46.66
2017-01-14,11,0,60,0,-83.82,-100.0,-31.03,-99.99
2017-01-15,4,0,50,17,-63.63,0.0,-16.67,1700000.0
2017-01-16,55,0,90,15,1274.68,0.0,80.0,-11.76
2017-01-17,61,0,94,44,10.91,0.0,4.44,193.32
2017-01-18,64,84,92,30,4.92,8400000.0,-2.13,-31.82
2017-01-19,58,0,86,7,-9.37,-100.0,-6.52,-76.66
2017-01-20,55,0,87,23,-5.17,0.0,1.16,228.54
2017-01-21,8,0,64,0,-85.45,0.0,-26.44,-100.0
2017-01-22,5,0,53,34,-37.5,0.0,-17.19,3400000.0
2017-01-23,57,82,89,22,1039.79,8200000.0,67.92,-35.29
2017-01-24,60,0,94,37,5.26,-100.0,5.62,68.18
2017-01-25,69,0,90,29,15.0,0.0,-4.26,-21.62
2017-01-26,80,83,90,30,15.94,8300000.0,0.0,3.45
2017-01-27,66,0,95,39,-17.5,-100.0,5.56,30.0
2017-01-28,8,0,64,17,-87.88,0.0,-32.63,-56.41
2017-01-29,4,0,52,42,-49.99,0.0,-18.75,147.05
2017-01-30,60,0,89,29,1399.65,0.0,71.15,-30.95
2017-01-31,64,0,93,22,6.67,0.0,4.49,-24.14
2017-02-01,61,0,90,35,-4.69,0.0,-3.23,59.09
2017-02-02,64,84,93,22,4.92,8400000.0,3.33,-37.14
2017-02-03,73,0,89,15,14.06,-100.0,-4.3,-31.82
2017-02-04,8,0,61,17,-89.04,0.0,-31.46,13.33
2017-02-05,4,0,54,16,-49.99,0.0,-11.48,-5.88
2017-02-06,58,0,83,21,1349.66,0.0,53.7,31.25
2017-02-07,56,0,89,21,-3.45,0.0,7.23,0.0
2017-02-08,57,0,91,44,1.79,0.0,2.25,109.52
2017-02-09,65,0,86,22,14.03,0.0,-5.49,-50.0
2017-02-10,67,0,90,8,3.08,0.0,4.65,-63.63
2017-02-11,7,0,63,8,-89.55,0.0,-30.0,0.0
2017-02-12,5,0,52,8,-28.57,0.0,-17.46,0.0
2017-02-13,60,81,89,36,1099.78,8100000.0,71.15,349.96
2017-02-14,62,0,89,36,3.33,-100.0,0.0,0.0
2017-02-15,69,0,92,37,11.29,0.0,3.37,2.78
2017-02-16,68,82,93,15,-1.45,8200000.0,1.09,-59.46
2017-02-17,59,0,90,44,-13.24,-100.0,-3.23,193.32
2017-02-18,8,0,61,25,-86.44,0.0,-32.22,-43.18
2017-02-19,6,0,54,8,-25.0,0.0,-11.48,-68.0
2017-02-20,63,0,94,43,949.84,0.0,74.07,437.45
2017-02-21,63,0,91,43,0.0,0.0,-3.19,0.0
2017-02-22,61,0,88,50,-3.17,0.0,-3.3,16.28
2017-02-23,61,0,84,14,0.0,0.0,-4.55,-72.0
2017-02-24,70,0,85,45,14.75,0.0,1.19,221.41
2017-02-25,9,0,61,25,-87.14,0.0,-28.23,-44.44
2017-02-26,6,0,52,8,-33.33,0.0,-14.75,-68.0
2017-02-27,55,0,73,35,816.53,0.0,40.38,337.46
2017-02-28,59,0,77,28,7.27,0.0,5.48,-20.0
2017-03-01,76,0,88,14,28.81,0.0,14.29,-50.0
2017-03-02,76,0,96,49,0.0,0.0,9.09,249.98
2017-03-03,78,0,94,45,2.63,0.0,-2.08,-8.16
2017-03-04,10,0,67,24,-87.18,0.0,-28.72,-46.67
2017-03-05,6,0,58,40,-40.0,0.0,-13.43,66.66
2017-03-06,66,0,92,27,999.83,0.0,58.62,-32.5
2017-03-07,66,0,95,27,0.0,0.0,3.26,0.0
2017-03-08,66,0,90,57,0.0,0.0,-5.26,111.11
2017-03-09,84,0,93,36,27.27,0.0,3.33,-36.84
2017-03-10,92,0,90,30,9.52,0.0,-3.23,-16.67
2017-03-11,10,0,67,33,-89.13,0.0,-25.56,10.0
2017-03-12,6,0,57,16,-40.0,0.0,-14.93,-51.51
2017-03-13,75,0,92,27,1149.81,0.0,61.4,68.75
2017-03-14,67,0,96,36,-10.67,0.0,4.35,33.33
2017-03-15,75,0,94,29,11.94,0.0,-2.08,-19.44
2017-03-16,88,0,91,14,17.33,0.0,-3.19,-51.72
2017-03-17,79,0,90,15,-10.23,0.0,-1.1,7.14
2017-03-18,9,0,60,25,-88.61,0.0,-33.33,66.66
2017-03-19,7,0,55,25,-22.22,0.0,-8.33,0.0
2017-03-20,71,0,84,29,914.16,0.0,52.73,16.0
2017-03-21,80,0,91,0,12.68,0.0,8.33,-100.0
2017-03-22,78,0,93,57,-2.5,0.0,2.2,5700000.0
2017-03-23,74,0,90,44,-5.13,0.0,-3.23,-22.81
2017-03-24,72,0,90,30,-2.7,0.0,0.0,-31.82
2017-03-25,10,0,68,8,-86.11,0.0,-24.44,-73.33
2017-03-26,5,0,60,25,-50.0,0.0,-11.76,212.47
2017-03-27,71,0,92,43,1319.74,0.0,53.33,72.0
2017-03-28,69,0,94,36,-2.82,0.0,2.17,-16.28
2017-03-29,85,0,91,14,23.19,0.0,-3.19,-61.11
2017-03-30,73,0,93,37,-14.12,0.0,2.2,164.27
2017-03-31,75,0,90,23,2.74,0.0,-3.23,-37.84
2017-04-01,9,0,64,8,-88.0,0.0,-28.89,-65.21
2017-04-02,5,0,60,34,-44.44,0.0,-6.25,324.96
2017-04-03,72,0,96,43,1339.73,0.0,60.0,26.47
2017-04-04,67,0,98,22,-6.94,0.0,2.08,-48.84
2017-04-05,69,0,93,14,2.99,0.0,-5.1,-36.36
2017-04-06,83,0,92,29,20.29,0.0,-1.08,107.14
2017-04-07,76,0,88,15,-8.43,0.0,-4.35,-48.27
2017-04-08,14,0,64,25,-81.58,0.0,-27.27,66.66
2017-04-09,4,0,55,0,-71.42,0.0,-14.06,-100.0
2017-04-10,66,0,89,14,1549.61,0.0,61.82,1400000.0
2017-04-11,68,0,87,15,3.03,0.0,-2.25,7.14
2017-04-12,66,0,85,15,-2.94,0.0,-2.3,0.0
2017-04-13,46,0,72,15,-30.3,0.0,-15.29,0.0
2017-04-14,14,0,58,8,-69.56,0.0,-19.44,-46.66
2017-04-15,7,0,57,0,-50.0,0.0,-1.72,-99.99
2017-04-16,4,0,51,26,-42.85,0.0,-10.53,2600000.0
2017-04-17,36,0,93,15,799.8,0.0,82.35,-42.31
2017-04-18,66,0,95,21,83.33,0.0,2.15,40.0
2017-04-19,64,0,89,14,-3.03,0.0,-6.32,-33.33
2017-04-20,73,0,87,21,14.06,0.0,-2.25,50.0
2017-04-21,69,0,81,23,-5.48,0.0,-6.9,9.52
2017-04-22,8,0,62,25,-88.4,0.0,-23.46,8.7
2017-04-23,4,0,53,33,-49.99,0.0,-14.52,32.0
2017-04-24,96,0,86,28,2299.43,0.0,62.26,-15.15
2017-04-25,96,0,86,29,0.0,0.0,0.0,3.57
2017-04-26,83,0,91,64,-13.54,0.0,5.81,120.69
2017-04-27,76,0,90,14,-8.43,0.0,-1.1,-78.12
2017-04-28,74,0,90,38,-2.63,0.0,0.0,171.42
2017-04-29,6,0,60,0,-91.89,0.0,-33.33,-100.0
2017-04-29,6,0,60,0,0.0,0.0,0.0,0.0
2017-04-29,6,0,63,0,0.0,0.0,5.0,0.0
2017-04-29,6,0,63,0,0.0,0.0,0.0,0.0
2017-04-29,6,0,60,0,0.0,0.0,-4.76,0.0
2017-04-29,6,0,60,0,0.0,0.0,0.0,0.0
2017-04-29,6,0,63,0,0.0,0.0,5.0,0.0
2017-04-29,6,0,63,0,0.0,0.0,0.0,0.0
2017-04-29,9,0,60,0,49.99,0.0,-4.76,0.0
2017-04-29,9,0,60,0,0.0,0.0,0.0,0.0
2017-04-29,9,0,63,0,0.0,0.0,5.0,0.0
2017-04-29,9,0,63,0,0.0,0.0,0.0,0.0
2017-04-29,9,0,60,0,0.0,0.0,-4.76,0.0
2017-04-29,9,0,60,0,0.0,0.0,0.0,0.0
2017-04-29,9,0,63,0,0.0,0.0,5.0,0.0
2017-04-29,9,0,63,0,0.0,0.0,0.0,0.0
2017-04-30,3,0,48,13,-66.66,0.0,-23.81,1300000.0
2017-05-01,11,0,53,11,266.58,0.0,10.42,-15.38
2017-05-02,51,0,89,16,363.6,0.0,67.92,45.45
2017-05-03,53,0,90,16,3.92,0.0,1.12,0.0
2017-05-04,58,0,89,22,9.43,0.0,-1.11,37.5
2017-05-05,63,0,90,22,8.62,0.0,1.12,0.0
2017-05-06,8,0,64,32,-87.3,0.0,-28.89,45.45
2017-05-07,6,0,55,6,-25.0,0.0,-14.06,-81.25
2017-05-08,70,0,90,16,1066.49,0.0,63.64,166.64
2017-05-09,53,0,89,27,-24.29,0.0,-1.11,68.75
2017-05-10,52,0,85,5,-1.89,0.0,-4.49,-81.48
2017-05-11,55,0,89,22,5.77,0.0,4.71,339.93
2017-05-12,58,0,86,0,5.45,0.0,-3.37,-100.0
2017-05-13,7,0,60,19,-87.93,0.0,-30.23,1900000.0
2017-05-14,3,0,48,13,-57.13,0.0,-20.0,-31.58
2017-05-15,51,0,87,17,1599.47,0.0,81.25,30.77
2017-05-16,56,0,90,23,9.8,0.0,3.45,35.29
2017-05-17,49,0,88,6,-12.5,0.0,-2.22,-73.91
2017-05-18,61,0,84,23,24.49,0.0,-4.55,283.29
2017-05-19,56,0,80,18,-8.2,0.0,-4.76,-21.74
2017-05-20,8,0,61,0,-85.71,0.0,-23.75,-99.99
2017-05-21,5,0,52,27,-37.5,0.0,-14.75,2700000.0
2017-05-22,55,0,85,17,999.8,0.0,63.46,-37.04
2017-05-23,53,0,86,28,-3.64,0.0,1.18,64.7
2017-05-24,59,0,84,23,11.32,0.0,-2.33,-17.86
2017-05-25,63,0,89,24,6.78,0.0,5.95,4.35
2017-05-26,57,0,83,19,-9.52,0.0,-6.74,-20.83
2017-05-27,7,0,61,14,-87.72,0.0,-26.51,-26.31
2017-05-28,5,0,52,7,-28.57,0.0,-14.75,-50.0
2017-05-29,46,0,86,24,819.84,0.0,65.38,242.82
2017-05-30,49,0,89,23,6.52,0.0,3.49,-4.17
2017-05-31,50,0,91,51,2.04,0.0,2.25,121.73
2017-06-01,56,0,89,12,12.0,0.0,-2.2,-76.47
2017-06-02,62,0,82,12,10.71,0.0,-7.87,0.0
2017-06-03,5,0,58,20,-91.93,0.0,-29.27,66.66
2017-06-04,4,0,50,13,-20.0,0.0,-13.79,-35.0
2017-06-05,52,0,91,17,1199.7,0.0,82.0,30.77
2017-06-06,52,0,91,11,0.0,0.0,0.0,-35.29
2017-06-07,62,0,86,34,19.23,0.0,-5.49,209.07
2017-06-08,58,0,85,23,-6.45,0.0,-1.16,-32.35
2017-06-09,63,0,85,18,8.62,0.0,0.0,-21.74
2017-06-10,7,0,61,7,-88.89,0.0,-28.23,-61.11
2017-06-11,3,0,51,20,-57.13,0.0,-16.39,185.69
2017-06-12,50,0,84,17,1566.14,0.0,64.7,-15.0
2017-06-13,53,0,88,23,6.0,0.0,4.76,35.29
2017-06-14,52,0,94,17,-1.89,0.0,6.82,-26.09
2017-06-15,54,0,84,18,3.85,0.0,-10.64,5.88
2017-06-16,49,0,85,0,-9.26,0.0,1.19,-99.99
2017-06-17,5,0,59,7,-89.79,0.0,-30.59,700000.0
2017-06-18,5,0,48,14,0.0,0.0,-18.64,99.99
2017-06-19,46,0,86,23,819.84,0.0,79.17,64.28
2017-06-20,47,0,92,11,2.17,0.0,6.98,-52.17
2017-06-21,52,0,90,22,10.64,0.0,-2.17,99.99
2017-06-22,47,0,89,6,-9.62,0.0,-1.11,-72.72
2017-06-23,50,0,85,35,6.38,0.0,-4.49,483.25
2017-06-24,7,0,62,0,-86.0,0.0,-27.06,-100.0
2017-06-25,4,0,53,27,-42.85,0.0,-14.52,2700000.0
2017-06-26,48,0,90,29,1099.73,0.0,69.81,7.41
2017-06-27,49,0,91,41,2.08,0.0,1.11,41.38
2017-06-28,54,0,90,23,10.2,0.0,-1.1,-43.9
2017-06-29,53,0,87,24,-1.85,0.0,-3.33,4.35
2017-06-30,52,0,87,18,-1.89,0.0,0.0,-25.0
2017-07-01,6,0,63,0,-88.46,0.0,-27.59,-99.99
2017-07-02,5,0,49,0,-16.66,0.0,-22.22,0.0
2017-07-03,49,0,88,6,879.82,0.0,79.59,600000.0
2017-07-04,53,0,94,12,8.16,0.0,6.82,99.98
2017-07-05,48,0,92,18,-9.43,0.0,-2.13,50.0
2017-07-06,48,0,90,23,0.0,0.0,-2.17,27.78
2017-07-07,45,0,88,24,-6.25,0.0,-2.22,4.35
2017-07-08,6,0,62,0,-86.66,0.0,-29.55,-100.0
2017-07-09,4,0,56,27,-33.33,0.0,-9.68,2700000.0
2017-07-10,44,0,91,6,999.75,0.0,62.5,-77.77
2017-07-11,43,0,95,12,-2.27,0.0,4.4,99.98
2017-07-12,46,0,91,12,6.98,0.0,-4.21,0.0
2017-07-13,54,0,90,6,17.39,0.0,-1.1,-50.0
2017-07-14,53,0,87,6,-1.85,0.0,-3.33,0.0
2017-07-15,7,0,63,20,-86.79,0.0,-27.59,233.29
2017-07-16,4,0,52,13,-42.85,0.0,-17.46,-35.0
2017-07-17,49,0,91,35,1124.72,0.0,75.0,169.22
2017-07-18,50,0,94,24,2.04,0.0,3.3,-31.43
2017-07-19,46,0,92,0,-8.0,0.0,-2.13,-100.0
2017-07-20,53,0,87,17,15.22,0.0,-5.43,1700000.0
2017-07-21,45,0,85,30,-15.09,0.0,-2.3,76.47
2017-07-22,5,0,62,13,-88.89,0.0,-27.06,-56.66
2017-07-23,3,0,50,27,-39.99,0.0,-19.35,107.68
2017-07-24,45,0,86,23,1399.53,0.0,72.0,-14.81
2017-07-25,51,0,90,17,13.33,0.0,4.65,-26.09
2017-07-26,47,0,90,0,-7.84,0.0,0.0,-99.99
2017-07-27,54,0,89,19,14.89,0.0,-1.11,1900000.0
2017-07-28,51,0,87,7,-5.56,0.0,-2.25,-63.15
2017-07-29,6,0,61,7,-88.23,0.0,-29.88,0.0
2017-07-30,4,0,51,22,-33.33,0.0,-16.39,214.26
2017-07-31,49,0,93,25,1124.72,0.0,82.35,13.64
2017-08-01,44,0,97,12,-10.2,0.0,4.3,-52.0
2017-08-02,47,0,94,12,6.82,0.0,-3.09,0.0
2017-08-03,49,0,89,12,4.26,0.0,-5.32,0.0
2017-08-04,50,0,88,0,2.04,0.0,-1.12,-99.99
2017-08-05,7,0,61,14,-86.0,0.0,-30.68,1400000.0
2017-08-06,4,0,56,0,-42.85,0.0,-8.2,-99.99
2017-08-07,47,0,88,12,1074.73,0.0,57.14,1200000.0
2017-08-08,48,0,88,0,2.13,0.0,0.0,-99.99
2017-08-09,49,0,89,12,2.08,0.0,1.14,1200000.0
2017-08-10,51,0,90,12,4.08,0.0,1.12,0.0
2017-08-11,50,0,86,6,-1.96,0.0,-4.44,-50.0
2017-08-12,7,0,65,14,-86.0,0.0,-24.42,133.31
2017-08-13,4,0,54,14,-42.85,0.0,-16.92,0.0
2017-08-14,45,0,91,6,1024.74,0.0,68.52,-57.14
2017-08-15,34,0,88,0,-24.44,0.0,-3.3,-99.98
2017-08-16,49,0,91,12,44.12,0.0,3.41,1200000.0
2017-08-17,46,0,92,12,-6.12,0.0,1.1,0.0
2017-08-18,47,0,84,13,2.17,0.0,-8.7,8.33
2017-08-19,7,0,63,35,-85.1,0.0,-25.0,169.22
2017-08-20,3,0,54,7,-57.13,0.0,-14.29,-80.0
2017-08-21,40,0,86,0,1232.92,0.0,59.26,-99.99
2017-08-22,45,0,93,12,12.5,0.0,8.14,1200000.0
2017-08-23,43,0,92,18,-4.44,0.0,-1.08,50.0
2017-08-24,42,0,91,18,-2.33,0.0,-1.09,0.0
2017-08-25,49,0,88,0,16.67,0.0,-3.3,-99.99
2017-08-26,6,0,65,0,-87.75,0.0,-26.14,0.0
2017-08-27,3,0,53,14,-49.99,0.0,-18.46,1400000.0
2017-08-28,44,0,95,6,1366.21,0.0,79.24,-57.14
2017-08-29,48,0,94,24,9.09,0.0,-1.05,299.95
2017-08-30,47,0,92,18,-2.08,0.0,-2.13,-25.0
2017-08-31,46,0,92,24,-2.13,0.0,0.0,33.33
2017-09-01,46,0,93,0,0.0,0.0,1.09,-100.0
2017-09-02,6,0,66,7,-86.95,0.0,-29.03,700000.0
2017-09-03,4,0,56,14,-33.33,0.0,-15.15,99.99
2017-09-04,45,0,94,13,1024.74,0.0,67.86,-7.14
2017-09-05,42,0,88,6,-6.67,0.0,-6.38,-53.84
2017-09-06,46,0,89,18,9.52,0.0,1.14,199.97
2017-09-07,49,0,79,30,6.52,0.0,-11.24,66.66
2017-09-08,39,0,83,12,-20.41,0.0,5.06,-60.0
2017-09-09,6,0,63,0,-84.61,0.0,-24.1,-99.99
2017-09-10,4,0,53,7,-33.33,0.0,-15.87,700000.0
2017-09-11,42,0,88,30,949.76,0.0,66.04,328.52
2017-09-12,48,0,94,12,14.29,0.0,6.82,-60.0
2017-09-13,44,0,92,12,-8.33,0.0,-2.13,0.0
2017-09-14,46,0,89,24,4.55,0.0,-3.26,99.99
2017-09-15,41,0,87,19,-10.87,0.0,-2.25,-20.83
2017-09-16,6,0,60,0,-85.36,0.0,-31.03,-99.99
2017-09-17,4,0,53,14,-33.33,0.0,-11.67,1400000.0
2017-09-18,46,0,91,24,1049.74,0.0,71.7,71.42
2017-09-19,47,0,90,18,2.17,0.0,-1.1,-25.0
2017-09-20,49,0,89,36,4.26,0.0,-1.11,99.99
2017-09-21,47,0,85,12,-4.08,0.0,-4.49,-66.66
2017-09-22,44,0,88,6,-6.38,0.0,3.53,-50.0
2017-09-23,5,0,64,7,-88.63,0.0,-27.27,16.66
2017-09-24,3,0,56,0,-39.99,0.0,-12.5,-99.99
2017-09-25,44,0,89,0,1366.21,0.0,58.93,0.0
