date,Ibex 35,ibex 35 down,credito,recesión,Ibex 35%,ibex 35 down%,credito%,recesión%
2015-07-14,77,0,70,9,2.67,0.0,6.06,12.5
2015-07-15,65,0,68,35,-15.58,0.0,-2.86,288.86
2015-07-16,73,0,67,26,12.31,0.0,-1.47,-25.71
2015-07-17,72,0,66,18,-1.37,0.0,-1.49,-30.77
2015-07-18,14,0,47,11,-80.55,0.0,-28.79,-38.89
2015-07-19,7,0,37,44,-50.0,0.0,-21.28,299.97
2015-07-20,62,0,67,0,785.6,0.0,81.08,-100.0
2015-07-21,71,0,70,35,14.52,0.0,4.48,3500000.0
2015-07-22,60,0,66,9,-15.49,0.0,-5.71,-74.28
2015-07-23,60,0,65,0,0.0,0.0,-1.52,-99.99
2015-07-24,58,0,62,18,-3.33,0.0,-4.62,1800000.0
2015-07-25,12,0,47,31,-79.31,0.0,-24.19,72.22
2015-07-26,6,0,36,31,-50.0,0.0,-23.4,0.0
2015-07-27,57,0,64,34,849.86,0.0,77.78,9.68
2015-07-28,57,0,66,34,0.0,0.0,3.12,0.0
2015-07-29,62,0,69,43,8.77,0.0,4.55,26.47
2015-07-30,56,0,65,26,-9.68,0.0,-5.8,-39.53
2015-07-31,55,0,64,27,-1.79,0.0,-1.54,3.85
2015-08-01,10,0,47,62,-81.82,0.0,-26.56,129.62
2015-08-02,7,0,38,10,-30.0,0.0,-19.15,-83.87
2015-08-03,55,0,69,9,685.62,0.0,81.58,-10.0
2015-08-04,54,0,71,9,-1.82,0.0,2.9,0.0
2015-08-05,62,0,71,35,14.81,0.0,0.0,288.86
2015-08-06,59,0,67,26,-4.84,0.0,-5.63,-25.71
2015-08-07,53,0,65,36,-10.17,0.0,-2.99,38.46
2015-08-08,8,0,46,31,-84.9,0.0,-29.23,-13.89
2015-08-09,5,0,39,20,-37.5,0.0,-15.22,-35.48
2015-08-10,55,0,68,51,999.8,0.0,74.36,154.99
2015-08-11,52,0,68,25,-5.45,0.0,0.0,-50.98
2015-08-12,58,0,68,52,11.54,0.0,0.0,108.0
2015-08-13,56,0,66,35,-3.45,0.0,-2.94,-32.69
2015-08-14,50,0,61,27,-10.71,0.0,-7.58,-22.86
2015-08-15,12,0,43,31,-76.0,0.0,-29.51,14.81
2015-08-16,8,0,37,40,-33.33,0.0,-13.95,29.03
2015-08-17,52,0,62,25,549.93,0.0,67.57,-37.5
2015-08-18,49,0,65,17,-5.77,0.0,4.84,-32.0
2015-08-19,50,0,67,42,2.04,0.0,3.08,147.05
2015-08-20,55,0,65,34,10.0,0.0,-2.99,-19.05
2015-08-21,64,0,62,35,16.36,0.0,-4.62,2.94
2015-08-22,11,0,45,20,-82.81,0.0,-27.42,-42.86
2015-08-23,9,0,37,49,-18.18,0.0,-17.78,144.99
2015-08-24,91,0,62,49,911.01,0.0,67.57,0.0
2015-08-25,97,0,64,83,6.59,0.0,3.23,69.39
2015-08-26,82,0,64,41,-15.46,0.0,0.0,-50.6
2015-08-27,83,0,60,42,1.22,0.0,-6.25,2.44
2015-08-28,82,0,60,61,-1.2,0.0,0.0,45.24
2015-08-29,14,0,47,100,-82.93,0.0,-21.67,63.93
2015-08-30,10,0,37,49,-28.57,0.0,-21.28,-51.0
2015-08-31,69,0,65,33,589.94,0.0,75.67,-32.65
2015-09-01,66,0,64,81,-4.35,0.0,-1.54,145.45
2015-09-02,77,0,66,58,16.67,0.0,3.12,-28.39
2015-09-03,82,0,66,75,6.49,0.0,0.0,29.31
2015-09-04,71,0,62,34,-13.41,0.0,-6.06,-54.67
2015-09-05,13,0,44,38,-81.69,0.0,-29.03,11.76
2015-09-06,9,0,38,68,-30.77,0.0,-13.64,78.95
2015-09-07,69,0,59,34,666.59,0.0,55.26,-50.0
2015-09-08,67,0,66,41,-2.9,0.0,11.86,20.59
2015-09-09,69,0,63,24,2.99,0.0,-4.55,-41.46
2015-09-10,67,0,65,25,-2.9,0.0,3.17,4.17
2015-09-11,61,0,63,43,-8.96,0.0,-3.08,72.0
2015-09-12,11,0,45,10,-81.97,0.0,-28.57,-76.74
2015-09-13,8,0,36,0,-27.27,0.0,-20.0,-99.99
2015-09-14,71,0,65,48,787.4,0.0,80.55,4800000.0
2015-09-15,59,94,67,24,-16.9,9400000.0,3.08,-50.0
2015-09-16,71,0,58,24,20.34,-100.0,-13.43,0.0
2015-09-17,63,0,63,8,-11.27,0.0,8.62,-66.66
2015-09-18,69,0,62,43,9.52,0.0,-1.59,437.45
2015-09-19,9,0,43,29,-86.96,0.0,-30.64,-32.56
2015-09-20,9,0,38,47,0.0,0.0,-11.63,62.07
2015-09-21,60,0,64,40,566.6,0.0,68.42,-14.89
2015-09-22,73,0,67,40,21.67,0.0,4.69,0.0
2015-09-23,70,0,65,8,-4.11,0.0,-2.99,-80.0
2015-09-24,71,0,68,25,1.43,0.0,4.62,212.47
2015-09-25,78,0,63,61,9.86,0.0,-7.35,143.99
2015-09-26,10,0,47,39,-87.18,0.0,-25.4,-36.06
2015-09-27,9,0,39,28,-10.0,0.0,-17.02,-28.2
2015-09-28,81,0,65,56,799.91,0.0,66.66,100.0
2015-09-29,71,0,66,0,-12.35,0.0,1.54,-100.0
2015-09-30,76,0,66,56,7.04,0.0,0.0,5600000.0
2015-10-01,79,0,65,32,3.95,0.0,-1.52,-42.86
2015-10-02,67,0,62,75,-15.19,0.0,-4.62,134.37
2015-10-03,10,0,50,19,-85.07,0.0,-19.35,-74.67
2015-10-04,10,0,46,74,0.0,0.0,-8.0,289.46
2015-10-05,83,0,100,16,729.93,0.0,117.39,-78.38
2015-10-06,90,0,68,16,8.43,0.0,-32.0,0.0
2015-10-07,84,0,66,16,-6.67,0.0,-2.94,0.0
2015-10-08,88,0,62,88,4.76,0.0,-6.06,449.97
2015-10-09,77,0,59,42,-12.5,0.0,-4.84,-52.27
2015-10-10,15,0,43,28,-80.52,0.0,-27.12,-33.33
2015-10-11,8,0,35,38,-46.66,0.0,-18.6,35.71
2015-10-12,37,0,52,33,362.45,0.0,48.57,-13.16
2015-10-13,73,0,68,62,97.29,0.0,30.77,87.88
2015-10-14,74,0,68,56,1.37,0.0,0.0,-9.68
2015-10-15,81,0,65,40,9.46,0.0,-4.41,-28.57
2015-10-16,63,0,63,0,-22.22,0.0,-3.08,-100.0
2015-10-17,14,0,44,56,-77.78,0.0,-30.16,5600000.0
2015-10-18,10,0,38,9,-28.57,0.0,-13.64,-83.93
2015-10-19,66,0,66,31,559.94,0.0,73.68,244.42
2015-10-20,61,0,65,47,-7.58,0.0,-1.52,51.61
2015-10-21,61,0,61,0,0.0,0.0,-6.15,-100.0
2015-10-22,80,0,64,49,31.15,0.0,4.92,4900000.0
2015-10-23,78,0,61,42,-2.5,0.0,-4.69,-14.29
2015-10-24,12,0,44,19,-84.61,0.0,-27.87,-54.76
2015-10-25,8,0,34,27,-33.33,0.0,-22.73,42.1
2015-10-26,75,0,62,62,837.4,0.0,82.35,129.62
2015-10-27,75,0,64,31,0.0,0.0,3.23,-50.0
2015-10-28,79,0,64,40,5.33,0.0,0.0,29.03
2015-10-29,64,0,61,56,-18.99,0.0,-4.69,40.0
2015-10-30,62,0,63,59,-3.12,0.0,3.28,5.36
2015-10-31,12,0,47,10,-80.64,0.0,-25.4,-83.05
2015-11-01,8,0,36,38,-33.33,0.0,-23.4,279.97
2015-11-02,66,0,54,16,724.91,0.0,50.0,-57.89
2015-11-03,70,0,65,24,6.06,0.0,20.37,50.0
2015-11-04,71,0,65,31,1.43,0.0,0.0,29.17
2015-11-05,68,0,64,47,-4.23,0.0,-1.54,51.61
2015-11-06,68,0,62,58,0.0,0.0,-3.12,23.4
2015-11-07,11,0,44,46,-83.82,0.0,-29.03,-20.69
2015-11-08,9,0,38,18,-18.18,0.0,-13.64,-60.87
2015-11-09,67,0,65,39,644.37,0.0,71.05,116.66
2015-11-10,68,0,68,24,1.49,0.0,4.62,-38.46
2015-11-11,64,0,66,65,-5.88,0.0,-2.94,170.83
2015-11-12,67,0,66,32,4.69,0.0,0.0,-50.77
2015-11-13,64,0,63,42,-4.48,0.0,-4.55,31.25
2015-11-14,8,0,44,18,-87.5,0.0,-30.16,-57.14
2015-11-15,8,0,37,27,0.0,0.0,-15.91,50.0
2015-11-16,25,0,89,36,212.47,0.0,140.54,33.33
2015-11-16,25,0,89,30,0.0,0.0,0.0,-16.67
2015-11-16,25,0,60,36,0.0,0.0,-32.58,20.0
2015-11-16,25,0,60,30,0.0,0.0,0.0,-16.67
2015-11-16,25,0,89,36,0.0,0.0,48.33,20.0
2015-11-16,25,0,89,30,0.0,0.0,0.0,-16.67
2015-11-16,25,0,60,36,0.0,0.0,-32.58,20.0
2015-11-16,25,0,60,30,0.0,0.0,0.0,-16.67
2015-11-16,61,0,89,36,143.99,0.0,48.33,20.0
2015-11-16,61,0,89,30,0.0,0.0,0.0,-16.67
2015-11-16,61,0,60,36,0.0,0.0,-32.58,20.0
2015-11-16,61,0,60,30,0.0,0.0,0.0,-16.67
2015-11-16,61,0,89,36,0.0,0.0,48.33,20.0
2015-11-16,61,0,89,30,0.0,0.0,0.0,-16.67
2015-11-16,61,0,60,36,0.0,0.0,-32.58,20.0
2015-11-16,61,0,60,30,0.0,0.0,0.0,-16.67
2015-11-17,29,0,94,45,-52.46,0.0,56.67,50.0
2015-11-18,27,0,93,28,-6.9,0.0,-1.06,-37.78
2015-11-19,27,0,92,9,0.0,0.0,-1.08,-67.85
2015-11-20,27,0,86,48,0.0,0.0,-6.52,433.29
2015-11-21,5,0,61,32,-81.48,0.0,-29.07,-33.33
2015-11-22,4,0,54,43,-20.0,0.0,-11.48,34.37
2015-11-23,25,0,93,55,524.87,0.0,72.22,27.91
2015-11-24,26,0,100,54,4.0,0.0,7.53,-1.82
2015-11-25,30,0,92,36,15.38,0.0,-8.0,-33.33
2015-11-26,31,0,94,67,3.33,0.0,2.17,86.11
2015-11-27,27,0,94,29,-12.9,0.0,0.0,-56.72
2015-11-28,5,0,68,32,-81.48,0.0,-27.66,10.34
2015-11-29,3,0,57,21,-39.99,0.0,-16.18,-34.37
2015-11-30,25,0,92,0,733.09,0.0,61.4,-100.0
2015-12-01,28,0,98,36,12.0,0.0,6.52,3600000.0
2015-12-02,29,0,94,55,3.57,0.0,-4.08,52.78
2015-12-03,29,0,90,46,0.0,0.0,-4.26,-16.36
2015-12-04,26,0,85,29,-10.34,0.0,-5.56,-36.96
2015-12-05,4,0,61,11,-84.61,0.0,-28.23,-62.07
2015-12-06,2,0,48,43,-49.99,0.0,-21.31,290.88
2015-12-07,21,0,83,37,949.53,0.0,72.92,-13.95
2015-12-08,14,0,74,27,-33.33,0.0,-10.84,-27.03
2015-12-09,28,0,89,27,99.99,0.0,20.27,0.0
2015-12-10,27,0,92,56,-3.57,0.0,3.37,107.4
2015-12-11,28,0,88,10,3.7,0.0,-4.35,-82.14
2015-12-12,5,0,60,43,-82.14,0.0,-31.82,329.97
2015-12-13,3,0,50,10,-39.99,0.0,-16.67,-76.74
2015-12-14,28,0,91,36,833.06,0.0,82.0,259.97
2015-12-15,34,0,96,28,21.43,0.0,5.49,-22.22
2015-12-16,32,0,97,57,-5.88,0.0,1.04,103.57
2015-12-17,35,0,91,19,9.37,0.0,-6.19,-66.67
2015-12-18,33,0,87,41,-5.71,0.0,-4.4,115.78
2015-12-19,5,0,58,23,-84.85,0.0,-33.33,-43.9
2015-12-20,4,0,52,22,-20.0,0.0,-10.34,-4.35
2015-12-21,41,0,87,0,924.77,0.0,67.31,-100.0
2015-12-22,37,0,86,30,-9.76,0.0,-1.15,3000000.0
2015-12-23,34,0,78,31,-8.11,0.0,-9.3,3.33
2015-12-24,25,0,58,0,-26.47,0.0,-25.64,-100.0
2015-12-25,6,0,42,0,-76.0,0.0,-27.59,0.0
2015-12-26,6,0,53,12,0.0,0.0,26.19,1200000.0
2015-12-27,3,0,56,0,-49.99,0.0,5.66,-99.99
2015-12-28,27,0,88,20,799.73,0.0,57.14,2000000.0
2015-12-29,27,0,91,30,0.0,0.0,3.41,50.0
2015-12-30,26,0,83,10,-3.7,0.0,-8.79,-66.66
2015-12-31,19,0,61,34,-26.92,0.0,-26.51,239.98
2016-01-01,5,0,35,13,-73.68,0.0,-42.62,-61.76
2016-01-02,3,0,51,12,-39.99,0.0,45.71,-7.69
2016-01-03,4,0,51,33,33.32,0.0,0.0,174.99
2016-01-04,32,0,88,10,699.83,0.0,72.55,-69.69
2016-01-05,30,86,90,10,-6.25,8600000.0,2.27,0.0
2016-01-06,16,0,82,30,-46.67,-100.0,-8.89,199.98
2016-01-07,36,0,86,29,124.99,0.0,4.88,-3.33
2016-01-08,36,0,88,30,0.0,0.0,2.33,3.45
2016-01-09,5,0,61,11,-86.11,0.0,-30.68,-63.33
2016-01-10,3,0,50,22,-39.99,0.0,-18.03,99.99
2016-01-11,32,83,90,10,966.34,8300000.0,80.0,-54.54
2016-01-12,32,0,92,57,0.0,-100.0,2.22,469.95
2016-01-13,33,0,93,48,3.12,0.0,1.09,-15.79
2016-01-14,37,0,91,29,12.12,0.0,-2.15,-39.58
2016-01-15,35,0,90,50,-5.41,0.0,-1.1,72.41
2016-01-16,6,0,58,11,-82.85,0.0,-35.56,-78.0
2016-01-17,4,0,47,33,-33.33,0.0,-18.97,199.98
2016-01-18,37,85,93,49,824.79,8500000.0,97.87,48.48
2016-01-19,41,0,93,29,10.81,-100.0,0.0,-40.82
2016-01-20,43,0,88,68,4.88,0.0,-5.38,134.48
2016-01-21,44,0,92,98,2.33,0.0,4.55,44.12
2016-01-22,45,0,85,91,2.27,0.0,-7.61,-7.14
2016-01-23,6,0,56,33,-86.66,0.0,-34.12,-63.74
2016-01-24,3,0,44,54,-49.99,0.0,-21.43,63.63
2016-01-25,38,0,85,48,1166.28,0.0,93.18,-11.11
2016-01-26,37,0,86,29,-2.63,0.0,1.18,-39.58
2016-01-27,36,0,87,19,-2.7,0.0,1.16,-34.48
2016-01-28,39,0,87,49,8.33,0.0,0.0,157.89
2016-01-29,38,0,89,71,-2.56,0.0,2.3,44.9
2016-01-30,6,0,62,34,-84.21,0.0,-30.34,-52.11
2016-01-31,3,0,50,22,-49.99,0.0,-19.35,-35.29
2016-02-01,34,0,83,10,1032.99,0.0,66.0,-54.54
2016-02-02,35,0,89,10,2.94,0.0,7.23,0.0
2016-02-03,40,0,90,48,14.29,0.0,1.12,379.96
2016-02-04,41,0,89,20,2.5,0.0,-1.11,-58.33
2016-02-05,39,0,83,51,-4.88,0.0,-6.74,154.99
2016-02-06,5,0,57,11,-87.18,0.0,-31.32,-78.43
2016-02-07,2,0,47,22,-59.99,0.0,-17.54,99.99
2016-02-08,42,0,72,69,1999.0,0.0,53.19,213.63
2016-02-09,48,85,76,98,14.29,8500000.0,5.56,42.03
2016-02-10,49,0,92,67,2.08,-100.0,21.05,-31.63
2016-02-11,55,0,95,78,12.24,0.0,3.26,16.42
2016-02-12,49,0,89,100,-10.91,0.0,-6.32,28.2
2016-02-13,6,0,62,54,-87.75,0.0,-30.34,-46.0
2016-02-14,6,0,50,54,0.0,0.0,-19.35,0.0
2016-02-15,47,0,91,29,683.22,0.0,82.0,-46.3
2016-02-16,46,0,93,38,-2.13,0.0,2.2,31.03
2016-02-17,43,0,90,48,-6.52,0.0,-3.23,26.32
2016-02-18,42,0,86,95,-2.33,0.0,-4.44,97.91
2016-02-19,39,0,85,50,-7.14,0.0,-1.16,-47.37
2016-02-20,5,0,61,44,-87.18,0.0,-28.23,-12.0
2016-02-21,3,0,53,44,-39.99,0.0,-13.11,0.0
2016-02-22,40,0,88,58,1232.92,0.0,66.04,31.82
2016-02-23,45,0,88,56,12.5,0.0,0.0,-3.45
2016-02-24,38,0,88,95,-15.56,0.0,0.0,69.64
2016-02-25,40,0,88,38,5.26,0.0,0.0,-60.0
2016-02-26,46,0,85,30,15.0,0.0,-3.41,-21.05
2016-02-27,4,0,62,65,-91.3,0.0,-27.06,116.66
2016-02-28,3,0,52,11,-24.99,0.0,-16.13,-83.08
2016-02-29,37,0,90,93,1132.96,0.0,73.08,745.39
2016-03-01,40,0,91,57,8.11,0.0,1.11,-38.71
2016-03-02,44,0,87,19,10.0,0.0,-4.4,-66.67
2016-03-03,48,0,89,38,9.09,0.0,2.3,99.99
2016-03-04,47,0,80,39,-2.08,0.0,-10.11,2.63
2016-03-05,5,0,59,33,-89.36,0.0,-26.25,-15.38
2016-03-06,4,0,50,22,-20.0,0.0,-15.25,-33.33
2016-03-07,46,0,89,10,1049.74,0.0,78.0,-54.54
2016-03-08,41,80,85,28,-10.87,8000000.0,-4.49,179.98
2016-03-09,41,0,88,29,0.0,-100.0,3.53,3.57
2016-03-10,49,0,86,48,19.51,0.0,-2.27,65.51
2016-03-11,50,0,86,30,2.04,0.0,0.0,-37.5
2016-03-12,7,0,60,34,-86.0,0.0,-30.23,13.33
2016-03-13,4,0,48,22,-42.85,0.0,-20.0,-35.29
2016-03-14,44,0,89,38,999.75,0.0,85.41,72.72
2016-03-15,38,0,94,29,-13.64,0.0,5.62,-23.68
2016-03-16,41,0,89,57,7.89,0.0,-5.32,96.55
2016-03-17,44,0,84,29,7.32,0.0,-5.62,-49.12
2016-03-18,39,0,82,30,-11.36,0.0,-2.38,3.45
2016-03-19,5,0,59,22,-87.18,0.0,-28.05,-26.67
2016-03-20,3,94,48,11,-39.99,9400000.0,-18.64,-50.0
2016-03-21,35,0,79,10,1066.31,-100.0,64.58,-9.09
2016-03-22,36,0,84,19,2.86,0.0,6.33,89.99
2016-03-23,34,0,82,30,-5.56,0.0,-2.38,57.89
2016-03-24,21,0,68,10,-38.23,0.0,-17.07,-66.66
2016-03-25,7,0,52,22,-66.66,0.0,-23.53,119.99
2016-03-26,4,0,54,23,-42.85,0.0,3.85,4.55
2016-03-27,2,0,51,12,-49.99,0.0,-5.56,-47.82
2016-03-28,18,0,86,10,799.6,0.0,68.63,-16.67
2016-03-29,35,0,93,76,94.44,0.0,8.14,659.93
2016-03-30,32,0,92,76,-8.57,0.0,-1.08,0.0
2016-03-31,30,0,93,19,-6.25,0.0,1.09,-75.0
2016-04-01,28,0,86,81,-6.67,0.0,-7.53,326.3
2016-04-02,4,0,60,33,-85.71,0.0,-30.23,-59.26
2016-04-03,2,0,51,55,-49.99,0.0,-15.0,66.66
2016-04-04,29,0,89,9,1349.33,0.0,74.51,-83.63
2016-04-05,33,0,93,78,13.79,0.0,4.49,766.58
2016-04-06,26,0,89,67,-21.21,0.0,-4.3,-14.1
2016-04-07,28,0,90,38,7.69,0.0,1.12,-43.28
2016-04-08,28,0,85,60,0.0,0.0,-5.56,57.89
2016-04-09,4,0,61,11,-85.71,0.0,-28.23,-81.67
2016-04-10,3,0,53,43,-24.99,0.0,-13.11,290.88
2016-04-11,24,0,96,47,699.77,0.0,81.13,9.3
2016-04-12,30,0,98,19,25.0,0.0,2.08,-59.57
2016-04-13,34,0,91,58,13.33,0.0,-7.14,205.25
2016-04-14,33,0,87,58,-2.94,0.0,-4.4,0.0
2016-04-15,35,0,90,71,6.06,0.0,3.45,22.41
2016-04-16,4,0,63,56,-88.57,0.0,-30.0,-21.13
2016-04-17,2,0,51,22,-49.99,0.0,-19.05,-60.71
2016-04-18,34,0,87,76,1599.2,0.0,70.59,245.44
2016-04-19,30,0,89,48,-11.76,0.0,2.3,-36.84
2016-04-20,34,0,88,57,13.33,0.0,-1.12,18.75
2016-04-21,39,0,82,29,14.71,0.0,-6.82,-49.12
2016-04-22,34,0,82,51,-12.82,0.0,0.0,75.86
2016-04-23,3,0,61,55,-91.17,0.0,-25.61,7.84
2016-04-24,4,0,50,0,33.32,0.0,-18.03,-100.0
2016-04-25,30,0,82,76,649.84,0.0,64.0,7600000.0
2016-04-26,34,81,87,66,13.33,8100000.0,6.1,-13.16
2016-04-27,36,0,89,19,5.88,-100.0,2.3,-71.21
2016-04-28,37,0,85,87,2.78,0.0,-4.49,357.88
2016-04-29,32,0,87,31,-13.51,0.0,2.35,-64.37
2016-04-30,4,0,60,57,-87.5,0.0,-31.03,83.87
2016-05-01,2,0,51,45,-49.99,0.0,-15.0,-21.05
2016-05-02,28,0,91,49,1299.35,0.0,78.43,8.89
2016-05-03,28,0,90,39,0.0,0.0,-1.1,-20.41
2016-05-04,28,0,88,19,0.0,0.0,-2.22,-51.28
2016-05-05,30,0,89,0,7.14,0.0,1.14,-99.99
2016-05-06,30,0,88,10,0.0,0.0,-1.12,1000000.0
2016-05-07,3,0,61,69,-90.0,0.0,-30.68,589.94
2016-05-08,2,0,47,23,-33.32,0.0,-22.95,-66.67
2016-05-09,28,0,85,29,1299.35,0.0,80.85,26.09
2016-05-10,29,0,85,19,3.57,0.0,0.0,-34.48
2016-05-11,32,0,92,29,10.34,0.0,8.24,52.63
2016-05-12,25,0,87,86,-21.87,0.0,-5.43,196.54
2016-05-13,27,0,87,40,8.0,0.0,0.0,-53.49
2016-05-14,3,0,61,22,-88.89,0.0,-29.88,-45.0
2016-05-15,3,0,52,98,0.0,0.0,-14.75,345.44
2016-05-16,26,0,96,68,766.41,0.0,84.61,-30.61
2016-05-17,28,0,93,38,7.69,0.0,-3.12,-44.12
2016-05-18,23,83,93,95,-17.86,8300000.0,0.0,150.0
2016-05-19,27,0,89,77,17.39,-100.0,-4.3,-18.95
2016-05-20,27,0,86,40,0.0,0.0,-3.37,-48.05
2016-05-21,4,100,64,69,-85.18,10000000.0,-25.58,72.5
2016-05-22,3,0,53,33,-24.99,-100.0,-17.19,-52.17
2016-05-23,25,0,91,48,733.09,0.0,71.7,45.45
2016-05-24,24,0,89,67,-4.0,0.0,-2.2,39.58
2016-05-25,33,0,89,39,37.5,0.0,0.0,-41.79
2016-05-26,38,0,85,60,15.15,0.0,-4.49,53.84
2016-05-27,34,0,85,42,-10.53,0.0,0.0,-30.0
2016-05-28,3,0,59,12,-91.17,0.0,-30.59,-71.43
2016-05-29,2,0,55,57,-33.32,0.0,-6.78,374.97
2016-05-30,30,0,89,10,1399.3,0.0,61.82,-82.45
2016-05-31,29,0,96,29,-3.33,0.0,7.87,189.98
2016-06-01,26,0,92,48,-10.34,0.0,-4.17,65.51
2016-06-02,27,0,85,59,3.85,0.0,-7.61,22.92
2016-06-03,24,0,84,31,-11.11,0.0,-1.18,-47.46
2016-06-04,2,0,59,23,-91.66,0.0,-29.76,-25.81
2016-06-05,2,0,53,0,0.0,0.0,-10.17,-100.0
2016-06-06,25,0,89,49,1149.43,0.0,67.92,4900000.0
2016-06-07,25,0,89,58,0.0,0.0,0.0,18.37
2016-06-08,24,85,90,29,-4.0,8500000.0,1.12,-50.0
2016-06-09,25,0,87,59,4.17,-100.0,-3.33,103.44
2016-06-10,26,0,84,30,4.0,0.0,-3.45,-49.15
2016-06-11,3,0,59,57,-88.46,0.0,-29.76,90.0
2016-06-12,2,0,50,33,-33.32,0.0,-15.25,-42.1
2016-06-13,25,0,84,38,1149.43,0.0,68.0,15.15
2016-06-14,28,0,88,38,12.0,0.0,4.76,0.0
2016-06-15,32,0,90,67,14.29,0.0,2.27,76.31
2016-06-16,29,0,88,68,-9.37,0.0,-2.22,1.49
2016-06-17,29,89,80,61,0.0,8900000.0,-9.09,-10.29
2016-06-18,4,0,61,46,-86.2,-100.0,-23.75,-24.59
2016-06-19,3,0,46,11,-24.99,0.0,-24.59,-76.09
2016-06-20,33,0,81,57,999.67,0.0,76.09,418.14
2016-06-21,32,0,88,77,-3.03,0.0,8.64,35.09
2016-06-22,29,0,86,20,-9.37,0.0,-2.27,-74.03
2016-06-23,36,0,88,20,24.14,0.0,2.33,0.0
2016-06-24,100,0,79,61,177.77,0.0,-10.23,204.99
2016-06-25,9,100,56,34,-91.0,10000000.0,-29.11,-44.26
2016-06-26,5,0,53,57,-44.44,-100.0,-5.36,67.65
2016-06-27,56,0,84,58,1019.8,0.0,58.49,1.75
2016-06-28,44,0,95,29,-21.43,0.0,13.1,-50.0
2016-06-29,39,86,89,30,-11.36,8600000.0,-6.32,3.45
2016-06-30,41,0,90,60,5.13,-100.0,1.12,100.0
2016-07-01,36,0,91,31,-12.19,0.0,1.11,-48.33
2016-07-02,5,0,60,23,-86.11,0.0,-34.07,-25.81
2016-07-03,4,0,51,35,-20.0,0.0,-15.0,52.17
2016-07-04,36,0,92,31,799.8,0.0,80.39,-11.43
2016-07-05,33,0,93,72,-8.33,0.0,1.09,132.25
2016-07-06,34,0,97,31,3.03,0.0,4.3,-56.94
2016-07-07,30,0,94,21,-11.76,0.0,-3.09,-32.26
2016-07-08,33,0,91,22,10.0,0.0,-3.19,4.76
2016-07-09,4,0,63,12,-87.88,0.0,-30.77,-45.45
2016-07-10,3,0,53,47,-24.99,0.0,-15.87,291.64
2016-07-11,32,0,93,51,966.34,0.0,75.47,8.51
2016-07-12,35,0,94,31,9.37,0.0,1.08,-39.21
2016-07-13,37,0,94,41,5.71,0.0,0.0,32.26
2016-07-14,35,0,87,20,-5.41,0.0,-7.45,-51.22
2016-07-15,33,0,91,32,-5.71,0.0,4.6,60.0
2016-07-16,3,0,67,12,-90.91,0.0,-26.37,-62.5
2016-07-17,3,0,54,0,0.0,0.0,-19.4,-99.99
2016-07-18,30,0,92,51,899.7,0.0,70.37,5100000.0
2016-07-19,31,0,94,0,3.33,0.0,2.17,-100.0
2016-07-20,32,0,91,63,3.23,0.0,-3.19,6300000.0
2016-07-21,31,0,90,21,-3.12,0.0,-1.1,-66.67
2016-07-22,32,0,90,32,3.23,0.0,0.0,52.38
2016-07-23,4,0,61,48,-87.5,0.0,-32.22,50.0
2016-07-24,2,0,53,0,-49.99,0.0,-13.11,-100.0
2016-07-25,26,0,91,10,1199.4,0.0,71.7,1000000.0
2016-07-26,27,0,94,31,3.85,0.0,3.3,209.98
2016-07-27,31,0,93,0,14.81,0.0,-1.06,-100.0
2016-07-28,31,0,91,63,0.0,0.0,-2.15,6300000.0
2016-07-29,33,0,87,32,6.45,0.0,-4.4,-49.21
2016-07-30,3,0,65,12,-90.91,0.0,-25.29,-62.5
2016-07-31,3,0,55,0,0.0,0.0,-15.38,-99.99
2016-08-01,27,0,93,0,799.73,0.0,69.09,0.0
2016-08-02,30,0,95,31,11.11,0.0,2.15,3100000.0
2016-08-03,31,0,94,41,3.33,0.0,-1.05,32.26
2016-08-04,28,0,93,31,-9.68,0.0,-1.06,-24.39
2016-08-05,32,0,90,33,14.29,0.0,-3.23,6.45
2016-08-06,4,0,57,50,-87.5,0.0,-36.67,51.51
2016-08-07,6,0,52,41,49.99,0.0,-8.77,-18.0
2016-08-07,6,0,52,51,0.0,0.0,0.0,24.39
2016-08-07,6,0,51,41,0.0,0.0,-1.92,-19.61
2016-08-07,6,0,51,51,0.0,0.0,0.0,24.39
2016-08-07,6,0,52,41,0.0,0.0,1.96,-19.61
2016-08-07,6,0,52,51,0.0,0.0,0.0,24.39
2016-08-07,6,0,51,41,0.0,0.0,-1.92,-19.61
2016-08-07,6,0,51,51,0.0,0.0,0.0,24.39
2016-08-07,3,0,52,41,-49.99,0.0,1.96,-19.61
2016-08-07,3,0,52,51,0.0,0.0,0.0,24.39
2016-08-07,3,0,51,41,0.0,0.0,-1.92,-19.61
2016-08-07,3,0,51,51,0.0,0.0,0.0,24.39
2016-08-07,3,0,52,41,0.0,0.0,1.96,-19.61
2016-08-07,3,0,52,51,0.0,0.0,0.0,24.39
2016-08-07,3,0,51,41,0.0,0.0,-1.92,-19.61
2016-08-07,3,0,51,51,0.0,0.0,0.0,24.39
2016-08-08,54,0,90,17,1699.43,0.0,76.47,-66.67
2016-08-09,50,0,93,35,-7.41,0.0,3.33,105.88
2016-08-10,51,0,89,18,2.0,0.0,-4.3,-48.57
2016-08-11,56,0,88,36,9.8,0.0,-1.12,99.99
2016-08-12,58,0,82,18,3.57,0.0,-6.82,-50.0
